House_number,Date,Energy Demand
MAC000004,11-06-2013,1.655
MAC000004,12-06-2013,1.577
MAC000004,13-06-2013,1.661
MAC000004,14-06-2013,1.487
MAC000004,15-06-2013,1.713
MAC000004,16-06-2013,2.679
MAC000004,17-06-2013,3.681
MAC000004,18-06-2013,3.351
MAC000004,19-06-2013,1.545
MAC000004,20-06-2013,1.49
MAC000004,21-06-2013,1.407
MAC000004,22-06-2013,1.622
MAC000004,23-06-2013,1.601
MAC000004,24-06-2013,1.531
MAC000004,25-06-2013,1.542
MAC000004,26-06-2013,1.539
MAC000004,27-06-2013,1.56
MAC000004,28-06-2013,1.607
MAC000004,29-06-2013,1.44
MAC000004,30-06-2013,1.452
MAC000004,01-07-2013,1.402
MAC000004,02-07-2013,1.616
MAC000004,03-07-2013,1.469
MAC000004,04-07-2013,1.506
MAC000004,05-07-2013,1.388
MAC000004,06-07-2013,1.526
MAC000004,07-07-2013,1.261
MAC000004,08-07-2013,1.455
MAC000004,09-07-2013,1.487
MAC000004,10-07-2013,1.275
MAC000004,11-07-2013,1.518
MAC000004,12-07-2013,1.422
MAC000004,13-07-2013,1.394
MAC000004,14-07-2013,1.484
MAC000004,15-07-2013,1.255
MAC000004,16-07-2013,1.367
MAC000004,17-07-2013,1.326
MAC000004,18-07-2013,1.182
MAC000004,19-07-2013,1.306
MAC000004,20-07-2013,1.452
MAC000004,21-07-2013,1.4
MAC000004,22-07-2013,1.262
MAC000004,23-07-2013,1.363
MAC000004,24-07-2013,1.325
MAC000004,25-07-2013,1.422
MAC000004,26-07-2013,1.24
MAC000004,27-07-2013,1.451
MAC000004,28-07-2013,1.409
MAC000004,29-07-2013,1.382
MAC000004,30-07-2013,1.538
MAC000004,31-07-2013,1.391
MAC000004,01-08-2013,1.37
MAC000004,02-08-2013,1.374
MAC000004,03-08-2013,1.434
MAC000004,04-08-2013,1.41
MAC000004,05-08-2013,1.452
MAC000004,06-08-2013,1.425
MAC000004,07-08-2013,1.501
MAC000004,08-08-2013,1.374
MAC000004,09-08-2013,1.449
MAC000004,10-08-2013,1.418
MAC000004,11-08-2013,1.58
MAC000004,12-08-2013,1.515
MAC000004,13-08-2013,1.402
MAC000004,14-08-2013,1.563
MAC000004,15-08-2013,1.483
MAC000004,16-08-2013,1.386
MAC000004,17-08-2013,1.58
MAC000004,18-08-2013,1.438
MAC000004,19-08-2013,1.541
MAC000004,20-08-2013,1.453
MAC000004,21-08-2013,1.52
MAC000004,22-08-2013,1.459
MAC000004,23-08-2013,1.401
MAC000004,24-08-2013,1.537
MAC000004,25-08-2013,1.511
MAC000004,26-08-2013,1.473
MAC000004,27-08-2013,1.528
MAC000004,28-08-2013,1.385
MAC000004,29-08-2013,1.44
MAC000004,30-08-2013,1.465
MAC000004,31-08-2013,1.495
MAC000004,01-09-2013,1.512
MAC000004,02-09-2013,1.545
MAC000004,03-09-2013,1.404
MAC000004,04-09-2013,1.357
MAC000004,05-09-2013,1.504
MAC000004,06-09-2013,1.448
MAC000004,07-09-2013,1.432
MAC000004,08-09-2013,1.535
MAC000004,09-09-2013,1.612
MAC000004,10-09-2013,1.634
MAC000004,11-09-2013,1.604
MAC000004,12-09-2013,1.769
MAC000004,13-09-2013,1.565
MAC000004,14-09-2013,1.578
MAC000004,15-09-2013,1.608
MAC000004,16-09-2013,1.736
MAC000004,17-09-2013,1.637
MAC000004,18-09-2013,1.631
MAC000004,19-09-2013,1.589
MAC000004,20-09-2013,1.635
MAC000004,21-09-2013,1.697
MAC000004,22-09-2013,1.681
MAC000004,23-09-2013,1.421
MAC000004,24-09-2013,1.636
MAC000004,25-09-2013,1.59
MAC000004,26-09-2013,1.666
MAC000004,27-09-2013,1.572
MAC000004,28-09-2013,1.719
MAC000004,29-09-2013,1.564
MAC000004,30-09-2013,1.719
MAC000004,01-10-2013,1.609
MAC000004,02-10-2013,1.569
MAC000004,03-10-2013,1.591
MAC000004,04-10-2013,1.556
MAC000004,05-10-2013,1.571
MAC000004,06-10-2013,1.579
MAC000004,07-10-2013,1.632
MAC000004,08-10-2013,1.663
MAC000004,09-10-2013,1.638
MAC000004,10-10-2013,1.687
MAC000004,11-10-2013,1.618
MAC000004,12-10-2013,1.625
MAC000004,13-10-2013,1.839
MAC000004,14-10-2013,1.595
MAC000004,15-10-2013,1.74
MAC000004,16-10-2013,1.755
MAC000004,17-10-2013,1.695
MAC000004,18-10-2013,1.675
MAC000004,19-10-2013,1.535
MAC000004,20-10-2013,1.76
MAC000004,21-10-2013,1.594
MAC000004,22-10-2013,1.71
MAC000004,23-10-2013,1.608
MAC000004,24-10-2013,1.72
MAC000004,25-10-2013,1.582
MAC000004,26-10-2013,1.757
MAC000004,27-10-2013,1.646
MAC000004,28-10-2013,1.692
MAC000004,29-10-2013,1.748
MAC000004,30-10-2013,1.657
MAC000004,31-10-2013,1.751
MAC000004,01-11-2013,1.628
MAC000004,02-11-2013,1.813
MAC000004,03-11-2013,1.799
MAC000004,04-11-2013,1.873
MAC000004,05-11-2013,1.514
MAC000004,06-11-2013,1.676
MAC000004,07-11-2013,1.751
MAC000004,08-11-2013,1.585
MAC000004,09-11-2013,1.867
MAC000004,10-11-2013,1.596
MAC000004,11-11-2013,1.727
MAC000004,12-11-2013,1.729
MAC000004,13-11-2013,1.736
MAC000004,14-11-2013,1.601
MAC000004,15-11-2013,1.768
MAC000004,16-11-2013,1.69
MAC000004,17-11-2013,1.841
MAC000004,18-11-2013,1.7
MAC000004,19-11-2013,1.767
MAC000004,20-11-2013,1.755
MAC000004,21-11-2013,1.713
MAC000004,22-11-2013,1.812
MAC000004,23-11-2013,1.594
MAC000004,24-11-2013,1.769
MAC000004,25-11-2013,1.775
MAC000004,26-11-2013,1.695
MAC000004,27-11-2013,2.016
MAC000004,28-11-2013,1.721
MAC000004,29-11-2013,1.614
MAC000004,30-11-2013,1.77
MAC000004,01-12-2013,1.69
MAC000004,02-12-2013,1.767
MAC000004,03-12-2013,1.636
MAC000004,04-12-2013,1.806
MAC000004,05-12-2013,1.74
MAC000004,06-12-2013,1.996
MAC000004,07-12-2013,1.768
MAC000004,08-12-2013,1.54
MAC000004,09-12-2013,1.729
MAC000004,10-12-2013,1.772
MAC000004,11-12-2013,1.634
MAC000004,12-12-2013,1.781
MAC000004,13-12-2013,1.713
MAC000004,14-12-2013,1.802
MAC000004,15-12-2013,1.579
MAC000004,16-12-2013,1.988
MAC000004,17-12-2013,1.766
MAC000004,18-12-2013,1.749
MAC000004,19-12-2013,1.722
MAC000004,20-12-2013,1.624
MAC000004,21-12-2013,1.956
MAC000004,22-12-2013,1.619
MAC000004,23-12-2013,1.734
MAC000004,24-12-2013,1.826
MAC000004,25-12-2013,1.706
MAC000004,26-12-2013,1.869
MAC000004,27-12-2013,1.758
MAC000004,28-12-2013,1.918
MAC000004,29-12-2013,1.734
MAC000004,30-12-2013,1.829
MAC000004,31-12-2013,1.913
MAC000004,01-01-2014,1.79
MAC000004,02-01-2014,1.673
MAC000004,03-01-2014,1.946
MAC000004,04-01-2014,1.625
MAC000004,05-01-2014,1.805
MAC000004,06-01-2014,1.736
MAC000004,07-01-2014,1.737
MAC000004,08-01-2014,1.613
MAC000004,09-01-2014,1.822
MAC000004,10-01-2014,1.679
MAC000004,11-01-2014,1.691
MAC000004,12-01-2014,1.842
MAC000004,13-01-2014,1.853
MAC000004,14-01-2014,1.627
MAC000004,15-01-2014,1.895
MAC000004,16-01-2014,1.567
MAC000004,17-01-2014,1.713
MAC000004,18-01-2014,1.733
MAC000004,19-01-2014,1.775
MAC000004,20-01-2014,1.794
MAC000004,21-01-2014,1.665
MAC000004,22-01-2014,1.964
MAC000004,23-01-2014,1.585
MAC000004,24-01-2014,1.729
MAC000004,25-01-2014,1.764
MAC000004,26-01-2014,1.581
MAC000004,27-01-2014,1.951
MAC000004,28-01-2014,1.701
MAC000004,29-01-2014,1.779
MAC000004,30-01-2014,1.792
MAC000004,31-01-2014,1.709
MAC000004,01-02-2014,1.822
MAC000004,02-02-2014,1.77
MAC000004,03-02-2014,1.677
MAC000004,04-02-2014,1.789
MAC000004,05-02-2014,1.829
MAC000004,06-02-2014,1.691
MAC000004,07-02-2014,1.854
MAC000004,08-02-2014,1.608
MAC000004,09-02-2014,1.726
MAC000004,10-02-2014,1.72
MAC000004,11-02-2014,1.792
MAC000004,12-02-2014,1.7
MAC000004,13-02-2014,1.794
MAC000004,14-02-2014,1.777
MAC000004,15-02-2014,1.653
MAC000004,16-02-2014,1.86
MAC000004,17-02-2014,1.605
MAC000004,18-02-2014,1.753
MAC000004,19-02-2014,1.802
MAC000004,20-02-2014,1.632
MAC000004,21-02-2014,1.758
MAC000004,22-02-2014,1.571
MAC000004,23-02-2014,1.875
MAC000004,24-02-2014,1.696
MAC000004,25-02-2014,1.751
MAC000004,26-02-2014,1.807
MAC000004,27-02-2014,1.588
MAC000004,28-02-2014,0.162
MAC000005,01-06-2012,2.866
MAC000005,02-06-2012,4.79
MAC000005,03-06-2012,5.447
MAC000005,04-06-2012,6.703
MAC000005,05-06-2012,5.056
MAC000005,06-06-2012,3.663
MAC000005,07-06-2012,3.863
MAC000005,08-06-2012,3.935
MAC000005,09-06-2012,2.612
MAC000005,10-06-2012,3.208
MAC000005,11-06-2012,5.173
MAC000005,12-06-2012,3.164
MAC000005,13-06-2012,3.89
MAC000005,14-06-2012,4.07
MAC000005,15-06-2012,0.032
MAC000005,16-06-2012,3.755
MAC000005,17-06-2012,3.005
MAC000005,18-06-2012,4.546
MAC000005,19-06-2012,4.591
MAC000005,20-06-2012,3.511
MAC000005,21-06-2012,4.11
MAC000005,22-06-2012,2.649
MAC000005,23-06-2012,2.386
MAC000005,24-06-2012,3.023
MAC000005,25-06-2012,3.943
MAC000005,26-06-2012,4.146
MAC000005,27-06-2012,3.99
MAC000005,28-06-2012,3.519
MAC000005,29-06-2012,3.491
MAC000005,30-06-2012,4.967
MAC000005,01-07-2012,3.797
MAC000005,02-07-2012,4.255
MAC000005,03-07-2012,4.037
MAC000005,04-07-2012,4.248
MAC000005,05-07-2012,4.657
MAC000005,06-07-2012,3.495
MAC000005,07-07-2012,4.669
MAC000005,08-07-2012,3.54
MAC000005,09-07-2012,4.825
MAC000005,10-07-2012,4.841
MAC000005,11-07-2012,3.891
MAC000005,12-07-2012,4.118
MAC000005,13-07-2012,3.241
MAC000005,14-07-2012,3.035
MAC000005,15-07-2012,4.398
MAC000005,16-07-2012,3.41
MAC000005,17-07-2012,2.853
MAC000005,18-07-2012,3.804
MAC000005,19-07-2012,3.621
MAC000005,20-07-2012,4.08
MAC000005,21-07-2012,3.863
MAC000005,22-07-2012,3.102
MAC000005,23-07-2012,3.868
MAC000005,24-07-2012,2.782
MAC000005,25-07-2012,3.315
MAC000005,26-07-2012,3.459
MAC000005,27-07-2012,4.273
MAC000005,28-07-2012,3.728
MAC000005,29-07-2012,3.319
MAC000005,30-07-2012,3.494
MAC000005,31-07-2012,3.17
MAC000005,01-08-2012,4.812
MAC000005,02-08-2012,3.615
MAC000005,03-08-2012,3.223
MAC000005,04-08-2012,3.999
MAC000005,05-08-2012,3.339
MAC000005,06-08-2012,4.892
MAC000005,07-08-2012,4.127
MAC000005,08-08-2012,3.985
MAC000005,09-08-2012,4.193
MAC000005,10-08-2012,4.081
MAC000005,11-08-2012,7.148
MAC000005,12-08-2012,4.47
MAC000005,13-08-2012,4.108
MAC000005,14-08-2012,4.117
MAC000005,15-08-2012,4.202
MAC000005,16-08-2012,4.773
MAC000005,17-08-2012,2.278
MAC000005,18-08-2012,1.987
MAC000005,19-08-2012,2.068
MAC000005,20-08-2012,3.036
MAC000005,21-08-2012,4.283
MAC000005,22-08-2012,4.181
MAC000005,23-08-2012,4.204
MAC000005,24-08-2012,3.865
MAC000005,25-08-2012,4.383
MAC000005,26-08-2012,4.499
MAC000005,27-08-2012,4.771
MAC000005,28-08-2012,4.555
MAC000005,29-08-2012,4.168
MAC000005,30-08-2012,5.013
MAC000005,31-08-2012,5.036
MAC000005,01-09-2012,4.428
MAC000005,02-09-2012,4.397
MAC000005,03-09-2012,3.797
MAC000005,04-09-2012,4.301
MAC000005,05-09-2012,4.116
MAC000005,06-09-2012,4.295
MAC000005,07-09-2012,3.779
MAC000005,08-09-2012,4.418
MAC000005,09-09-2012,4.042
MAC000005,10-09-2012,2.533
MAC000005,11-09-2012,1.917
MAC000005,12-09-2012,1.808
MAC000005,13-09-2012,1.78
MAC000005,14-09-2012,1.762
MAC000005,15-09-2012,1.759
MAC000005,16-09-2012,2.853
MAC000005,17-09-2012,4.197
MAC000005,18-09-2012,2.988
MAC000005,19-09-2012,4.298
MAC000005,20-09-2012,2.73
MAC000005,21-09-2012,5.044
MAC000005,22-09-2012,4.306
MAC000005,23-09-2012,4.281
MAC000005,24-09-2012,4.563
MAC000005,25-09-2012,4.921
MAC000005,26-09-2012,4.076
MAC000005,27-09-2012,3.905
MAC000005,28-09-2012,4.329
MAC000005,29-09-2012,3.032
MAC000005,30-09-2012,3.653
MAC000005,01-10-2012,5.448
MAC000005,02-10-2012,4.196
MAC000005,03-10-2012,4.275
MAC000005,04-10-2012,4.846
MAC000005,05-10-2012,4.095
MAC000005,06-10-2012,3.938
MAC000005,07-10-2012,4.746
MAC000005,08-10-2012,4.54
MAC000005,09-10-2012,4.383
MAC000005,10-10-2012,4.352
MAC000005,11-10-2012,4.363
MAC000005,12-10-2012,4.448
MAC000005,13-10-2012,5.177
MAC000005,14-10-2012,4.668
MAC000005,15-10-2012,8.097
MAC000005,16-10-2012,3.938
MAC000005,17-10-2012,4.55
MAC000005,18-10-2012,4.427
MAC000005,19-10-2012,4.84
MAC000005,20-10-2012,4.701
MAC000005,21-10-2012,4.132
MAC000005,22-10-2012,4.203
MAC000005,23-10-2012,4.758
MAC000005,24-10-2012,2.986
MAC000005,25-10-2012,3.63
MAC000005,26-10-2012,5.62
MAC000005,27-10-2012,4.356
MAC000005,28-10-2012,4.066
MAC000005,29-10-2012,4.73
MAC000005,30-10-2012,5.238
MAC000005,31-10-2012,4.827
MAC000005,01-11-2012,4.916
MAC000005,02-11-2012,4.691
MAC000005,03-11-2012,5.03
MAC000005,04-11-2012,11.291
MAC000005,05-11-2012,4.311
MAC000005,06-11-2012,4.016
MAC000005,07-11-2012,5.526
MAC000005,08-11-2012,4.122
MAC000005,09-11-2012,5.415
MAC000005,10-11-2012,5.165
MAC000005,11-11-2012,4.043
MAC000005,12-11-2012,4.642
MAC000005,13-11-2012,4.229
MAC000005,14-11-2012,4.9
MAC000005,15-11-2012,4.391
MAC000005,16-11-2012,4.361
MAC000005,17-11-2012,3.552
MAC000005,18-11-2012,5.611
MAC000005,19-11-2012,3.939
MAC000005,20-11-2012,5.737
MAC000005,21-11-2012,4.844
MAC000005,22-11-2012,4.848
MAC000005,23-11-2012,5.13
MAC000005,24-11-2012,5.188
MAC000005,25-11-2012,3.195
MAC000005,26-11-2012,5.902
MAC000005,27-11-2012,5.722
MAC000005,28-11-2012,6.04
MAC000005,29-11-2012,4.898
MAC000005,30-11-2012,4.859
MAC000005,01-12-2012,5.451
MAC000005,02-12-2012,6.766
MAC000005,03-12-2012,6.114
MAC000005,04-12-2012,4.273
MAC000005,05-12-2012,5.769
MAC000005,06-12-2012,4.5
MAC000005,07-12-2012,6.062
MAC000005,08-12-2012,6.118
MAC000005,09-12-2012,5.394
MAC000005,10-12-2012,5.784
MAC000005,11-12-2012,5.336
MAC000005,12-12-2012,5.215
MAC000005,13-12-2012,5.816
MAC000005,14-12-2012,7.092
MAC000005,15-12-2012,5.935
MAC000005,16-12-2012,5.955
MAC000005,17-12-2012,5.922
MAC000005,18-12-2012,5.267
MAC000005,19-12-2012,5.971
MAC000005,20-12-2012,5.745
MAC000005,21-12-2012,5.917
MAC000005,22-12-2012,6.76
MAC000005,23-12-2012,6.096
MAC000005,24-12-2012,5.626
MAC000005,25-12-2012,11.777
MAC000005,26-12-2012,4.308
MAC000005,27-12-2012,7.089
MAC000005,28-12-2012,7.773
MAC000005,29-12-2012,8.839
MAC000005,30-12-2012,6.021
MAC000005,31-12-2012,5.301
MAC000005,01-01-2013,4.339
MAC000005,02-01-2013,5.7
MAC000005,03-01-2013,5.177
MAC000005,04-01-2013,6.188
MAC000005,05-01-2013,5.369
MAC000005,06-01-2013,11.436
MAC000005,07-01-2013,5.689
MAC000005,08-01-2013,3.753
MAC000005,09-01-2013,5.092
MAC000005,10-01-2013,5.24
MAC000005,11-01-2013,5.895
MAC000005,12-01-2013,5.324
MAC000005,13-01-2013,5.017
MAC000005,14-01-2013,6.436
MAC000005,15-01-2013,5.737
MAC000005,16-01-2013,6.361
MAC000005,17-01-2013,5.228
MAC000005,18-01-2013,6.7
MAC000005,19-01-2013,6.195
MAC000005,20-01-2013,6.378
MAC000005,21-01-2013,5.511
MAC000005,22-01-2013,5.659
MAC000005,23-01-2013,6.024
MAC000005,24-01-2013,5.693
MAC000005,25-01-2013,5.743
MAC000005,26-01-2013,5.769
MAC000005,27-01-2013,5.641
MAC000005,28-01-2013,8.153
MAC000005,29-01-2013,4.827
MAC000005,30-01-2013,4.762
MAC000005,31-01-2013,4.923
MAC000005,01-02-2013,5.303
MAC000005,02-02-2013,5.184
MAC000005,03-02-2013,12.446
MAC000005,04-02-2013,4.553
MAC000005,05-02-2013,4.788
MAC000005,06-02-2013,5.861
MAC000005,07-02-2013,4.993
MAC000005,08-02-2013,4.971
MAC000005,09-02-2013,5.922
MAC000005,10-02-2013,4.764
MAC000005,11-02-2013,5.235
MAC000005,12-02-2013,6.013
MAC000005,13-02-2013,4.01
MAC000005,14-02-2013,5.408
MAC000005,15-02-2013,4.74
MAC000005,16-02-2013,4.206
MAC000005,17-02-2013,5.35
MAC000005,18-02-2013,5.093
MAC000005,19-02-2013,4.259
MAC000005,20-02-2013,5.549
MAC000005,21-02-2013,4.517
MAC000005,22-02-2013,6.176
MAC000005,23-02-2013,5.81
MAC000005,24-02-2013,4.821
MAC000005,25-02-2013,7.491
MAC000005,26-02-2013,5.056
MAC000005,27-02-2013,3.565
MAC000005,28-02-2013,5.623
MAC000005,01-03-2013,6.301
MAC000005,02-03-2013,5.542
MAC000005,03-03-2013,5.876
MAC000005,04-03-2013,5.447
MAC000005,05-03-2013,5.073
MAC000005,06-03-2013,6.216
MAC000005,07-03-2013,5.036
MAC000005,08-03-2013,5.26
MAC000005,09-03-2013,5.052
MAC000005,10-03-2013,4.743
MAC000005,11-03-2013,5.35
MAC000005,12-03-2013,4.422
MAC000005,13-03-2013,5.277
MAC000005,14-03-2013,6.332
MAC000005,15-03-2013,5.5
MAC000005,16-03-2013,5.281
MAC000005,17-03-2013,8.328
MAC000005,18-03-2013,7.844
MAC000005,19-03-2013,4.948
MAC000005,20-03-2013,4.911
MAC000005,21-03-2013,4.201
MAC000005,22-03-2013,5.591
MAC000005,23-03-2013,5.468
MAC000005,24-03-2013,4.963
MAC000005,25-03-2013,5.685
MAC000005,26-03-2013,5.25
MAC000005,27-03-2013,5.156
MAC000005,28-03-2013,4.309
MAC000005,29-03-2013,4.494
MAC000005,30-03-2013,3.873
MAC000005,31-03-2013,5.151
MAC000005,01-04-2013,6.76
MAC000005,02-04-2013,5.115
MAC000005,03-04-2013,5.124
MAC000005,04-04-2013,5.547
MAC000005,05-04-2013,5.976
MAC000005,06-04-2013,4.651
MAC000005,07-04-2013,3.941
MAC000005,08-04-2013,5.567
MAC000005,09-04-2013,2.831
MAC000005,10-04-2013,4.467
MAC000005,11-04-2013,4.95
MAC000005,12-04-2013,4.564
MAC000005,13-04-2013,5.496
MAC000005,14-04-2013,3.703
MAC000005,15-04-2013,4.102
MAC000005,16-04-2013,3.399
MAC000005,17-04-2013,4.025
MAC000005,18-04-2013,2.663
MAC000005,19-04-2013,4.316
MAC000005,20-04-2013,3.02
MAC000005,21-04-2013,3.16
MAC000005,22-04-2013,4.071
MAC000005,23-04-2013,4.011
MAC000005,24-04-2013,2.76
MAC000005,25-04-2013,4.851
MAC000005,26-04-2013,4.142
MAC000005,27-04-2013,4.713
MAC000005,28-04-2013,4.63
MAC000005,29-04-2013,4.366
MAC000005,30-04-2013,4.395
MAC000005,01-05-2013,2.911
MAC000005,02-05-2013,4.117
MAC000005,03-05-2013,3.189
MAC000005,04-05-2013,4.119
MAC000005,05-05-2013,5.492
MAC000005,06-05-2013,4.487
MAC000005,07-05-2013,3.877
MAC000005,08-05-2013,2.458
MAC000005,09-05-2013,3.788
MAC000005,10-05-2013,3.037
MAC000005,11-05-2013,3.398
MAC000005,12-05-2013,4.166
MAC000005,13-05-2013,4.022
MAC000005,14-05-2013,5.273
MAC000005,15-05-2013,3.656
MAC000005,16-05-2013,3.022
MAC000005,17-05-2013,4.022
MAC000005,18-05-2013,2.021
MAC000005,19-05-2013,1.458
MAC000005,20-05-2013,1.479
MAC000005,21-05-2013,1.474
MAC000005,22-05-2013,2.544
MAC000005,23-05-2013,4.953
MAC000005,24-05-2013,5.146
MAC000005,25-05-2013,7.581
MAC000005,26-05-2013,3.113
MAC000005,27-05-2013,4.152
MAC000005,28-05-2013,3.96
MAC000005,29-05-2013,4.426
MAC000005,30-05-2013,3.34
MAC000005,31-05-2013,3.528
MAC000005,01-06-2013,2.347
MAC000005,02-06-2013,3.846
MAC000005,03-06-2013,3.772
MAC000005,04-06-2013,3.747
MAC000005,05-06-2013,3.119
MAC000005,06-06-2013,4.058
MAC000005,07-06-2013,3.585
MAC000005,08-06-2013,2.668
MAC000005,09-06-2013,2.733
MAC000005,10-06-2013,4.469
MAC000005,11-06-2013,4.649
MAC000005,12-06-2013,4.523
MAC000005,13-06-2013,2.319
MAC000005,14-06-2013,1.563
MAC000005,15-06-2013,1.56
MAC000005,16-06-2013,1.552
MAC000005,17-06-2013,1.566
MAC000005,18-06-2013,1.574
MAC000005,19-06-2013,1.632
MAC000005,20-06-2013,1.664
MAC000005,21-06-2013,1.657
MAC000005,22-06-2013,2.701
MAC000005,23-06-2013,3.186
MAC000005,24-06-2013,3.858
MAC000005,25-06-2013,2.516
MAC000005,26-06-2013,3.742
MAC000005,27-06-2013,3.268
MAC000005,28-06-2013,4.088
MAC000005,29-06-2013,4.917
MAC000005,30-06-2013,3.733
MAC000005,01-07-2013,4.851
MAC000005,02-07-2013,2.67
MAC000005,03-07-2013,3.932
MAC000005,04-07-2013,4.248
MAC000005,05-07-2013,3.524
MAC000005,06-07-2013,2.504
MAC000005,07-07-2013,3.723
MAC000005,08-07-2013,3.261
MAC000005,09-07-2013,3.624
MAC000005,10-07-2013,4.083
MAC000005,11-07-2013,3.433
MAC000005,12-07-2013,3.269
MAC000005,13-07-2013,4.629
MAC000005,14-07-2013,3.148
MAC000005,15-07-2013,5.076
MAC000005,16-07-2013,3.67
MAC000005,17-07-2013,3.57
MAC000005,18-07-2013,3.728
MAC000005,19-07-2013,3.304
MAC000005,20-07-2013,3.965
MAC000005,21-07-2013,5.663
MAC000005,22-07-2013,3.714
MAC000005,23-07-2013,4.3
MAC000005,24-07-2013,2.959
MAC000005,25-07-2013,3.931
MAC000005,26-07-2013,3.983
MAC000005,27-07-2013,3.682
MAC000005,28-07-2013,3.704
MAC000005,29-07-2013,4.471
MAC000005,30-07-2013,3.348
MAC000005,31-07-2013,3.954
MAC000005,01-08-2013,3.777
MAC000005,02-08-2013,4.235
MAC000005,03-08-2013,3.751
MAC000005,04-08-2013,4.292
MAC000005,05-08-2013,4.14
MAC000005,06-08-2013,3.652
MAC000005,07-08-2013,4.136
MAC000005,08-08-2013,4.085
MAC000005,09-08-2013,3.823
MAC000005,10-08-2013,2.856
MAC000005,11-08-2013,4.534
MAC000005,12-08-2013,4.238
MAC000005,13-08-2013,3.711
MAC000005,14-08-2013,3.74
MAC000005,15-08-2013,3.191
MAC000005,16-08-2013,4.232
MAC000005,17-08-2013,3.981
MAC000005,18-08-2013,4.42
MAC000005,19-08-2013,4.314
MAC000005,20-08-2013,3.197
MAC000005,21-08-2013,3.779
MAC000005,22-08-2013,3.851
MAC000005,23-08-2013,3.895
MAC000005,24-08-2013,4.063
MAC000005,25-08-2013,3.279
MAC000005,26-08-2013,4.383
MAC000005,27-08-2013,3.728
MAC000005,28-08-2013,4.778
MAC000005,29-08-2013,2.235
MAC000005,30-08-2013,1.882
MAC000005,31-08-2013,1.857
MAC000005,01-09-2013,1.772
MAC000005,02-09-2013,1.768
MAC000005,03-09-2013,1.795
MAC000005,04-09-2013,1.833
MAC000005,05-09-2013,1.86
MAC000005,06-09-2013,3.926
MAC000005,07-09-2013,4.032
MAC000005,08-09-2013,3.479
MAC000005,09-09-2013,4.101
MAC000005,10-09-2013,3.619
MAC000005,11-09-2013,4.153
MAC000005,12-09-2013,3.624
MAC000005,13-09-2013,4.843
MAC000005,14-09-2013,4.291
MAC000005,15-09-2013,4.786
MAC000005,16-09-2013,7.628
MAC000005,17-09-2013,3.561
MAC000005,18-09-2013,3.556
MAC000005,19-09-2013,4.175
MAC000005,20-09-2013,4.997
MAC000005,21-09-2013,3.735
MAC000005,22-09-2013,4.053
MAC000005,23-09-2013,4.575
MAC000005,24-09-2013,4.06
MAC000005,25-09-2013,2.582
MAC000005,26-09-2013,4.234
MAC000005,27-09-2013,4.675
MAC000005,28-09-2013,4.201
MAC000005,29-09-2013,4.038
MAC000005,30-09-2013,4.394
MAC000005,01-10-2013,7.08
MAC000005,02-10-2013,4.927
MAC000005,03-10-2013,4.652
MAC000005,04-10-2013,6.456
MAC000005,05-10-2013,4.261
MAC000005,06-10-2013,5.007
MAC000005,07-10-2013,5.063
MAC000005,08-10-2013,5.571
MAC000005,09-10-2013,6.249
MAC000005,10-10-2013,4.275
MAC000005,11-10-2013,4.925
MAC000005,12-10-2013,4.628
MAC000005,13-10-2013,4.628
MAC000005,14-10-2013,4.952
MAC000005,15-10-2013,5.454
MAC000005,16-10-2013,5.312
MAC000005,17-10-2013,4.328
MAC000005,18-10-2013,5.759
MAC000005,19-10-2013,2.614
MAC000005,20-10-2013,1.722
MAC000005,21-10-2013,1.672
MAC000005,22-10-2013,1.698
MAC000005,23-10-2013,1.689
MAC000005,24-10-2013,1.665
MAC000005,25-10-2013,1.674
MAC000005,26-10-2013,3.048
MAC000005,27-10-2013,4.637
MAC000005,28-10-2013,5.389
MAC000005,29-10-2013,6.058
MAC000005,30-10-2013,5.073
MAC000005,31-10-2013,4.683
MAC000005,01-11-2013,4.582
MAC000005,02-11-2013,4.242
MAC000005,03-11-2013,2.418
MAC000005,04-11-2013,4.708
MAC000005,05-11-2013,5.556
MAC000005,06-11-2013,5.572
MAC000005,07-11-2013,3.859
MAC000005,08-11-2013,6.421
MAC000005,09-11-2013,4.456
MAC000005,10-11-2013,8.54
MAC000005,11-11-2013,16.708
MAC000005,12-11-2013,4.764
MAC000005,13-11-2013,6.711
MAC000005,14-11-2013,4.872
MAC000005,15-11-2013,4.897
MAC000005,16-11-2013,5.464
MAC000005,17-11-2013,4.873
MAC000005,18-11-2013,5.333
MAC000005,19-11-2013,5.786
MAC000005,20-11-2013,5.106
MAC000005,21-11-2013,5.226
MAC000005,22-11-2013,5.242
MAC000005,23-11-2013,5.049
MAC000005,24-11-2013,5.472
MAC000005,25-11-2013,6.452
MAC000005,26-11-2013,5.969
MAC000005,27-11-2013,5.133
MAC000005,28-11-2013,5.341
MAC000005,29-11-2013,5.257
MAC000005,30-11-2013,4.231
MAC000005,01-12-2013,5.989
MAC000005,02-12-2013,5.301
MAC000005,03-12-2013,7.043
MAC000005,04-12-2013,5.51
MAC000005,05-12-2013,4.658
MAC000005,06-12-2013,6.059
MAC000005,07-12-2013,5.997
MAC000005,08-12-2013,4.912
MAC000005,09-12-2013,4.95
MAC000005,10-12-2013,4.494
MAC000005,11-12-2013,5.245
